Year,Constituency_No,Position,Candidate,Party,Votes,Constituency_Name,Vote_Share_Percentage,Margin_Percentage,rural_per
2012,159,12,SHAIKH BHIKAN FEJUBHAI,IND,168,SURAT EAST,0.12,0.01,0
2012,159,13,TRIVEDI ANKUR KIRITBHAI,IND,158,SURAT EAST,0.12,0.01,0
2012,159,14,SHAIKH ABDUL AZIZ SHAIKH MUSABHAI,SP,148,SURAT EAST,0.11,0.02,0
2012,159,15,DALAL KETANKUMAR  HIRALAL,IND,118,SURAT EAST,0.09,0,0
2012,159,16,PATANGWALA GULAMHUSAIN GULAM RASUL,IND,113,SURAT EAST,0.08,0,0
2012,160,1,CHOKSI AJAYKUMAR  JASHVANTLAL,BJP,59690,SURAT NORTH,57.77,21.32,0
2012,160,2,KACHHDIYA DINESHBHAI MANUBHAI,INC,37656,SURAT NORTH,36.44,33.88,0
2012,160,3,GAYWALA HEMANTKUMAR  CHANDRAKANTBHAI,GPP,2646,SURAT NORTH,2.56,1.84,0
2012,160,4,KAZI NAJMUDIN  RAFIYUDIN,SP,748,SURAT NORTH,0.72,0.07,0
2012,160,5,SHEIKH MOHMAD AIYUB  MOHMAD IBRAHIM,IND,680,SURAT NORTH,0.66,0.28,0
2012,160,6,PATOLE MILIND  MOHANBHAI,BSP,391,SURAT NORTH,0.38,0.11,0
2012,160,7,SHAIKH MOHMAD AYYUB  ABDUL REHMAN,IND,275,SURAT NORTH,0.27,0,0
2012,160,8,ASHRAFMIYA  RAZAKMIYA SARGURU,IND,271,SURAT NORTH,0.26,0.08,0
2012,160,9,SHAH YUNUSBHAI YUSUFBHAI,IND,193,SURAT NORTH,0.19,0.05,0
2012,160,10,KAPDIYA AIYUB  GULAM RASUL,IND,141,SURAT NORTH,0.14,0.01,0
2012,160,11,SHEIKH AMINABIBI  AYYUBBHAI,IND,133,SURAT NORTH,0.13,0,0
2012,160,12,SHAIKH AYYUB SHAIKH BHIKHAN,IF,128,SURAT NORTH,0.12,0,0
2012,160,13,NAGORI SIDIK DAWOODBHAI,IND,124,SURAT NORTH,0.12,0.03,0
2012,160,14,ANSARI MOHMMAD YUSUF RAMJAN MOHMMAD YUSUF,IND,95,SURAT NORTH,0.09,0.01,0
2012,160,15,VAMJA ARVINDBHAI (ALIES DEVILAL) VALLABHBHAI,LSWP,86,SURAT NORTH,0.08,0.01,0
2012,160,16,GHADIYALI MOHMMAD NAJIM MAHEMUDMIYA,IND,72,SURAT NORTH,0.07,0,0
2012,161,1,KANANI KISHORBHAI SHIVABHAI (KUMAR),BJP,68529,VARACHHA ROAD,53.8,15.98,0
2012,161,2,GAJERA DHIRUBHAI HARIBHAI,INC,48170,VARACHHA ROAD,37.81,30.84,0
2012,161,3,GANGANI HIRABHAI DEVJIBHAI,GPP,8890,VARACHHA ROAD,6.98,6.24,0
2012,161,4,SAVANI VIJAYBHAI GANESHBHAI,IND,938,VARACHHA ROAD,0.74,0.06,0
2012,161,5,SAHU KISHANBHAI VRUNDAVANBHAI,BSP,858,VARACHHA ROAD,0.67,0,0
2012,162,1,KACHHADIYA JANAKBHAI MANJIBHAI,BJP,65696,KARANJ,70.51,53.06,0
2012,162,2,ZALAVADIYA JAYSUKHBHAI DEVCHANDBHAI,INC,16257,KARANJ,17.45,7.09,0
2012,162,3,BAMBHANIYA DAHYABHAI NARANBHAI,GPP,9655,KARANJ,10.36,9.33,0
2012,162,4,VAGHANI BHAVESHBHAI KISHORBHAI,YuS,962,KARANJ,1.03,0.39,0
2012,162,5,KURESHI ALTAFABHAI MUNAFABHAI,BSP,599,KARANJ,0.64,0,0
2012,163,1,PATIL SANGITABEN RAJENDRABHAI,BJP,79744,LIMBAYAT,53.07,20.18,0
2012,163,2,SONVANE SURESH MOHAN,INC,49423,LIMBAYAT,32.89,28.94,0
2012,163,3,MANUBHAI MOHANBHAI PATEL,IND,5930,LIMBAYAT,3.95,2.11,0
2012,163,4,RAJDEEP JAMIRKHAN JAFARKHAN,NCP,2760,LIMBAYAT,1.84,0.18,0
2012,163,5,NIMAJE DEVRAJ HONIYA,GPP,2497,LIMBAYAT,1.66,0.01,0
2012,163,6,KOLI LAXMAN PARASHRAM,IND,2488,LIMBAYAT,1.66,0.82,0
2012,163,7,INGLE SUNILBHAI MADHAVRAV,BSP,1263,LIMBAYAT,0.84,0.11,0
2012,163,8,MULTANI AYASHABEN SHAHBUDDIN,IND,1096,LIMBAYAT,0.73,0.09,0
2012,163,9,SAIYED MEHMUD AHMAD,IND,961,LIMBAYAT,0.64,0.13,0
2012,163,10,SHEKH AMINABEE HARUN,IND,762,LIMBAYAT,0.51,0.14,0
2012,163,11,MAURYA RAMBHARAT RAMKHILAVAN,SUCI,558,LIMBAYAT,0.37,0.06,0
2012,163,12,VAISHNAV BHAILAL BECHARBHAI,IND,471,LIMBAYAT,0.31,0.05,0
2012,163,13,SAIYED MIR SARAJUDDIN MIR JALALUDDIN(SAIYED MUNNABAPU),IND,390,LIMBAYAT,0.26,0.02,0
2012,163,14,CHAUHAN ANILBHAI LALJIBHAI,IND,354,LIMBAYAT,0.24,0.02,0
2012,163,15,SHEKH HASAN DAGADU,HND,318,LIMBAYAT,0.21,0.01,0
2012,163,16,JAWAHARLAL PURUSOTAMBHAI PATIL,IND,301,LIMBAYAT,0.2,0.01,0
2012,163,17,SONI MAHEDRABHAI NARAYANDAS,JD(U),285,LIMBAYAT,0.19,0.01,0
2012,163,18,ARUN SHESHARAM PATHAK,IND,269,LIMBAYAT,0.18,0.04,0
2012,163,19,SHEKH SHABIRABIBI MAHMAD YUSUF,IF,214,LIMBAYAT,0.14,0.02,0
2012,163,20,AKHADE PITAMBAR AATMARAM,IND,184,LIMBAYAT,0.12,0,0
2012,164,1,NAROTTAMBHAI PATEL,BJP,74946,UDHNA,57.9,25.3,0
2012,164,2,RAJPUT DHANSUKHBHAI BHAGWATIPRASAD,INC,42192,UDHNA,32.59,28.08,0
2012,164,3,KATHIRIYA JAYSUKH PARSOTAM,GPP,5845,UDHNA,4.52,1.25,0
2012,164,4,PATIL VILAS SUBHASH,IND,4225,UDHNA,3.26,2.3,0
2012,164,5,SHEKH GULAM RASUL SHEKH JALIL,IND,1242,UDHNA,0.96,0.69,0
2012,164,6,HIRABHAI MAGANBHAI PATEL,HND,347,UDHNA,0.27,0.02,0
2012,164,7,SHIRSATH SHOBHABEN KISHANBHAI,IF,326,UDHNA,0.25,0,0
2012,164,8,ARUN SHESHRAM PATHAK,IND,322,UDHNA,0.25,0,0
2012,165,1,SANGHVI HARSH RAMESHKUMAR,BJP,103577,MAJURA,73.61,50.85,0
2012,165,2,JAIN DHANPATRAJ LALCHAND,INC,32021,MAJURA,22.76,21.84,0
2012,165,3,TEEWARI BHOLABHAI RAJDEV,SP,1285,MAJURA,0.91,0.04,0
2012,165,4,BATLAWALA DHARMENDRAKUMAR  RATILAL,GPP,1235,MAJURA,0.88,0.07,0
2012,165,5,PAWAR BHASKAR BHIKHAJI,BSP,1135,MAJURA,0.81,0.09,0
2012,165,6,MUHOBBATSINGH  MAHENDRASINGH CHAUHAN,YuS,1009,MAJURA,0.72,0.4,0
2012,165,7,DESAI RAJUBHAI  DEVJIBHAI,IF,453,MAJURA,0.32,0,0
2012,166,1,VANANI NANUBHAI BHAGWANBHAI (NANUBHAI PATEL),BJP,88604,KATARGAM,53.42,26.09,0
2012,166,2,PANDAV NANDLAL KALABHAI,INC,45332,KATARGAM,27.33,10.08,0
2012,166,3,ITALIA GHANASHYAMBHAI KANJIBHAI (KALUBHAI BHIMNATH),GPP,28621,KATARGAM,17.26,16.6,0
2012,166,4,THORAT ANILBHAI SAHDEVBHAI,BSP,1081,KATARGAM,0.65,0.15,0
2012,166,5,MUKESHBHAI LAVJIBHAI AMBALIYA,IND,835,KATARGAM,0.5,0.23,0
2012,166,6,SOLANKI LALITSINH NANUSINH,SUCI,458,KATARGAM,0.28,0.07,0
2012,166,7,JOSHI PRAKASHBHAI MARKANDRAY,JD(U),345,KATARGAM,0.21,0.01,0
2012,166,8,PATHAN SAMSHER KHAN CHAND KHAN,SP,331,KATARGAM,0.2,0.05,0
2012,166,9,PRAJAPATI HARIBHAI JOITARAM,NBN,247,KATARGAM,0.15,0,0
2012,167,1,KISHORBHAI RATILAL VANKAWALA,BJP,99099,SURAT WEST,74.32,52.3,0
2012,167,2,USHABEN BABUBHAI PATEL,INC,29368,SURAT WEST,22.03,19.85,0
2012,167,3,JAYESHBHAI CHANDUBHAI PATEL,GPP,2894,SURAT WEST,2.17,1.44,0
2012,167,4,GODIL NAZIR HANIF,IND,977,SURAT WEST,0.73,0.27,0
2012,167,5,MAKWANA RAMESHBHAI MOHANBHAI,BSP,621,SURAT WEST,0.47,0.18,0
2012,167,6,PANWALA JITENDRA  BACHUBHAI,JD(U),378,SURAT WEST,0.28,0,0
2012,168,1,RAJENDRABHAI PARABHUBHAI PATEL (RAJABHAI),BJP,119917,CHORASI,62.67,35.35,3.350774489
2012,168,2,SATISHBHAI CHAMPAKBHAI PATEL,INC,52279,CHORASI,27.32,24.24,3.350774489
2012,168,3,CONTRACTOR PRAKASHBHAI VINODBHAI,IND,5906,CHORASI,3.09,1.74,3.350774489
2012,168,4,NAYAK ARUNBHAI PADAMNAV,BSP,2581,CHORASI,1.35,0.04,3.350774489
2012,168,5,RAJUBHAI BHANABHAI PATEL,GPP,2511,CHORASI,1.31,0.15,3.350774489
2012,168,6,RAI DHANANJAY JAGANNATH,SP,2224,CHORASI,1.16,0.25,3.350774489
2012,168,7,SHEKH RAFIYUDIN JAIRUDIN,IND,1744,CHORASI,0.91,0.43,3.350774489
2012,168,8,MANSURI RAMZAN  BHILUBHAI,IND,928,CHORASI,0.49,0.02,3.350774489
2012,168,9,KHAN HINA BEGAM KAMARUDDIN,IF,889,CHORASI,0.46,0.12,3.350774489
2012,168,10,MAURYA RAMMURAT LALTA PRASAD,SUCI,654,CHORASI,0.34,0,3.350774489
2012,168,11,BRAHAMBHATT MAHENDRASINH AMRUTLAL,IND,649,CHORASI,0.34,0.08,3.350774489
2012,168,12,DHARMENDRA KALIKA PRASAD MISHRA,IND,495,CHORASI,0.26,0.1,3.350774489
2012,168,13,PASI HANSRAJBHAI HANUMANBHAI,HND,311,CHORASI,0.16,0.03,3.350774489
2012,168,14,MISHRA JAYSHANKAR PARASNATH,JD(U),250,CHORASI,0.13,0,3.350774489
2012,169,1,PARMAR ISHWARBHAI ALIAS ANILBHAI RAMANBHAI,BJP,81049,BARDOLI,54.3,14.92,60.24543395
2012,169,2,RANA NITINBHAI GOPALBHAI,INC,58777,BARDOLI,39.38,36.8,60.24543395
2012,169,3,DUBE RAVINDRABHAI VITTHALBHAI,IND,3848,BARDOLI,2.58,0.89,60.24543395
2012,169,4,ORNAWALA CHAMPABEN DHIRUBHAI,GPP,2516,BARDOLI,1.69,0.42,60.24543395
2012,169,5,MARU JAYANTI VASHRAM,BSP,1888,BARDOLI,1.26,0.46,60.24543395
2012,169,6,HARISHBHAI BHAGUBHAI PARMAR,JD(U),1196,BARDOLI,0.8,0,60.24543395
2012,170,1,DHODIYA MOHANBHAI DHANJIBHAI,BJP,74161,MAHUVA,47.7,7.52,45.75192554
2012,170,2,ISHWARBHAI NARSINHBHAI VAHIA,INC,62474,MAHUVA,40.18,32.71,45.75192554
2012,170,3,HEMANGINI DIPAKKUMAR GARASIA,IND,11616,MAHUVA,7.47,5.99,45.75192554
2012,170,4,GAMIT MAYANKBHAI KIKUBHAI,BSP,2295,MAHUVA,1.48,0.35,45.75192554
2012,170,5,MAHESHBHAI CHHAKABHAI CHAUDHARI,IND,1745,MAHUVA,1.12,0.07,45.75192554
2012,170,6,MOHANBHAI DAHYABHAI PATEL,JD(U),1637,MAHUVA,1.05,0.05,45.75192554
2012,170,7,RAJNIKANT PARBHUBHAI RAJVADI (CHAUDHARI),GPP,1554,MAHUVA,1,0,45.75192554
2012,171,1,PUNABHAI DHEDABHAI GAMIT,INC,73138,VYARA,48.91,9.07,85.1259411
2012,171,2,GAMIT PRATAPBHAI BABUBHAI,BJP,59582,VYARA,39.84,35.89,85.1259411
2012,171,3,GAMIT SURENDRABHAI SIMABHAI,IND,5913,VYARA,3.95,2.07,85.1259411
2012,171,4,ARVINDBHAI MAGANBHAI GAMIT,IND,2816,VYARA,1.88,0.36,85.1259411
2012,171,5,GAMIT THAKORBHAI MANEKJIBHAI,AJKP,2283,VYARA,1.53,0.37,85.1259411
2012,171,6,CHAUDHARI CHAMPAKBHAI DHANJIBHAI,BSP,1726,VYARA,1.15,0.31,85.1259411
2012,171,7,GAMIT SUMANBHAI LAXMANBHAI,IND,1264,VYARA,0.85,0.06,85.1259411
2012,171,8,ARVINDBHAI RUMSIBHAI CHAUDHARI,IND,1169,VYARA,0.78,0.17,85.1259411
2012,171,9,CHAUDHARI KHANSINGBHAI KISMABHAI,GPP,920,VYARA,0.62,0.13,85.1259411
2012,171,10,CHAUDHARI PRITESHBHAI DHANSUKHBHAI,JD(U),731,VYARA,0.49,0,85.1259411
2012,172,1,GAMIT KANTILALBHAI RESHMABHAI,BJP,90191,NIZAR,46.82,5.15,92.14314499
2012,172,2,VASAVA PARESHBHAI GOVINDBHAI,INC,80267,NIZAR,41.67,38.3,92.14314499
2012,172,3,VALVI SUMITKUMAR SEGABHAI,IND,6495,NIZAR,3.37,0.65,92.14314499
2012,172,4,GAMIT ARJUNBHAI LALJIBHAI,JD(U),5252,NIZAR,2.73,0.64,92.14314499
2012,172,5,GAMIT CHHANABHAI MICHARABHAI,CPI,4027,NIZAR,2.09,1.05,92.14314499
2012,172,6,VASAVE SARVARSING SAMSINGBHAI,IND,2006,NIZAR,1.04,0.16,92.14314499
2012,172,7,GAMIT JALIYABHAI BABUBHAI,AJKP,1694,NIZAR,0.88,0.18,92.14314499
2012,172,8,NAIK VIJAYBHAI GOVINDBHAI,BSP,1344,NIZAR,0.7,0,92.14314499
2012,172,9,GAMIT VASANTBHAI CHEMABHAI,GPP,1342,NIZAR,0.7,0,92.14314499
2012,173,1,GAVIT MANGALBHAI GANGAJIBHAI,INC,45637,DANGS,45.32,2.41,89.18617028
2012,173,2,VIJAYBHAI RAMESHBHAI PATEL,BJP,43215,DANGS,42.91,38.22,89.18617028
2012,173,3,DINESHBHAI GULABBHAI PAWAR,JD(U),4730,DANGS,4.7,2.24,89.18617028
2012,173,4,HADAL DINESHBHAI DHAKLUBHAI,IND,2479,DANGS,2.46,0.61,89.18617028
2012,173,5,GANGUDE PANKAJBHAI YASHVANTBHAI,AJKP,1867,DANGS,1.85,0.37,89.18617028
2012,173,6,SAKUBEN PITAMBARBHAI SENDANE,BSP,1493,DANGS,1.48,0.21,89.18617028
2012,173,7,BHOYE YOGESHBHAI SONIRAVBHAI,GPP,1281,DANGS,1.27,0,89.18617028
2012,174,1,R.C. PATEL,BJP,76797,JALALPORE,53.35,12.41,67.33782349
2012,174,2,RANJITBHAI (MUNNABHAI) DAHYABHAI PANCHAL,INC,58930,JALALPORE,40.94,38.86,67.33782349
2012,174,3,MAHESHBHAI DAHYABHAI PATEL (COLOURWALA),BSP,2988,JALALPORE,2.08,0.13,67.33782349
2012,174,4,RANA CHANDRAKANT PRANJIVANDAS,GPP,2800,JALALPORE,1.95,0.25,67.33782349
2012,174,5,DESAI JAGDISHCHANDRA MANUBHAI,IND,2437,JALALPORE,1.69,0,67.33782349
2012,175,1,DESAI PIYUSHBHAI DINKARBHAI,BJP,81601,NAVSARI,52.19,10.22,38.38812431
2012,175,2,ARVINDBHAI DURLABHBHAI PATEL ( A.D. PATEL),INC,65620,NAVSARI,41.97,40.6,38.38812431
2012,175,3,RATHOD GOVINDBHAI LAXMANBHAI (RICKSHAWALA),IND,2141,NAVSARI,1.37,0.12,38.38812431
2012,175,4,DEVADA MAHAVIRSING BALSING,BSP,1946,NAVSARI,1.24,0.19,38.38812431
2012,175,5,THAKORBHAI MAGANLAL DESAI (T.M. DESAI),GPP,1650,NAVSARI,1.06,0.33,38.38812431
2012,175,6,VIMAL  PATEL,IND,1127,NAVSARI,0.72,0.01,38.38812431
2012,175,7,PANDEY MUKESHKUMAR DEVIPRASAD (AAM ADMI),IND,1114,NAVSARI,0.71,0.25,38.38812431
2012,175,8,KANUBHAI DEVJIBHAI SUKHADIA (DADHIDHARI KANNA),IND,720,NAVSARI,0.46,0.19,38.38812431
2012,175,9,ZAHIDBHAI MOHEMADILYAS KAZI,IND,426,NAVSARI,0.27,0,38.38812431
2012,176,1,MANGUBHAI CHHAGANBHAI PATEL,BJP,104417,GANDEVI,54.68,13.71,71.1
2012,176,2,BHARTIBEN NARDEVBHAI PATEL,INC,78240,GANDEVI,40.97,38.67,71.1
2012,176,3,NARESHBHAI BHIKHUBHAI PATEL,GPP,4398,GANDEVI,2.3,0.25,71.1
2012,176,4,NATUBHAI RAVJIBHAI PATEL,BSP,3922,GANDEVI,2.05,0,71.1
2012,177,1,CHAUDHARI CHHANABHAI KOLUBHAI,INC,105829,VANSDA,51.9,12.56,96.14193046
2012,177,2,NARESHBHAI MAGANBHAI PATEL,BJP,80213,VANSDA,39.34,36.46,96.14193046
2012,177,3,ARVINDBHAI KALIDAS PATEL,IND,5867,VANSDA,2.88,0.23,96.14193046
2012,177,4,GANVIT RAYSINGBHAI LAKHUBHAI,BSP,5389,VANSDA,2.64,0.56,96.14193046
2012,177,5,GARASIYA RAVINDRAKUMAR THAKORBHAI,GPP,4239,VANSDA,2.08,0.92,96.14193046
2012,177,6,GANVIT AVINASH SUMANBHAI,IND,2372,VANSDA,1.16,0,96.14193046
2012,178,1,ISHWARBHAI DHEDABHAI PATEL,INC,82319,DHARAMPUR,50.72,9.43,92.35770662
2012,178,2,CHAUDHARY SUMITRABEN BATUKBHAI,BJP,67021,DHARAMPUR,41.29,36.64,92.35770662
2012,178,3,UMESHBHAI MAGANBHAI PATEL,JD(U),7557,DHARAMPUR,4.66,1.32,92.35770662
2012,178,4,THAKARYA RATILAL VAJIRBHAI,BSP,5414,DHARAMPUR,3.34,0,92.35770662
2012,179,1,BHARATBHAI KIKUBHAI PATEL,BJP,93658,VALSAD,59.65,22.93,38.8325107
2012,179,2,JINESHBHAI ALIAS DINESHBHAI RAMANBHAI PATEL,INC,57659,VALSAD,36.72,35.53,38.8325107
2012,179,3,KHAN ASGARALI AYUBBHAI,IND,1861,VALSAD,1.19,0.21,38.8325107
2012,179,4,MINESH ALIAS MINCHHO MAGANBHAI PATEL,GPP,1528,VALSAD,0.97,0.41,38.8325107
2012,179,5,RAMESHBHAI BALUBHAI PATEL,BSP,878,VALSAD,0.56,0.07,38.8325107
2012,179,6,SANDIPABEN BHANABHAI PATEL,IF,765,VALSAD,0.49,0.24,38.8325107
2012,179,7,MANOJKUMAR LALLUBHAI PATEL,LJP,383,VALSAD,0.24,0.06,38.8325107
2012,179,8,SHAILESH GANDABHAI PATEL,JD(U),293,VALSAD,0.19,0,38.8325107
2012,180,1,KANUBHAI MOHANLAL DESAI,BJP,84563,PARDI,60.2,26.56,31.01015451
2012,180,2,HEMANT MANUBHAI DESAI,INC,47252,PARDI,33.64,31.37,31.01015451
2012,180,3,ADVOCATE PURVA PRADIP GAJARE,IND,3189,PARDI,2.27,1.1,31.01015451
2012,180,4,KANTIBHAI NICHHABHAI PATEL,IND,1641,PARDI,1.17,0.11,31.01015451
2012,180,5,MAHESHBHAI CHHAGANBHAI MAHYAVANSHI,BSP,1490,PARDI,1.06,0.57,31.01015451
2012,180,6,KANTIBHAI BABUBHAI PATEL,JD(U),693,PARDI,0.49,0.08,31.01015451
2012,180,7,MAHESHBHAI BABUBHAI PATEL,LJP,580,PARDI,0.41,0.03,31.01015451
2012,180,8,NAVINKUMAR SHANKARBHAI PATEL,IND,535,PARDI,0.38,0,31.01015451
2012,180,9,VIRSADBHAI RAMANBHAI PATEL,GPP,532,PARDI,0.38,0,31.01015451
2012,181,1,CHAUDHARI JITUBHAI HARJIBHAI,INC,85780,KAPRADA,49.53,10.79,92.95913014
2012,181,2,PRAKASHBHAI SHANKARBHAI PATEL,BJP,67095,KAPRADA,38.74,34.75,92.95913014
2012,181,3,HARSHABEN GAURANGBHAI PATEL,IND,6910,KAPRADA,3.99,1.2,92.95913014
2012,181,4,DINESHBHAI AMRATBHAI NAYAK,BSP,4833,KAPRADA,2.79,0.83,92.95913014
2012,181,5,CHANDUBHAI MADARBHAI PATEL,IND,3389,KAPRADA,1.96,0.41,92.95913014
2012,181,6,GHATKA MEGHARAJBHAI SITARAMBHAI,GPP,2674,KAPRADA,1.54,0.1,92.95913014
2012,181,7,GANVIT JAYENDRABHAI LAXMANBHAI,JD(U),2502,KAPRADA,1.44,0,92.95913014
2012,182,1,PATKAR RAMANBHAI NANUBHAI,BJP,69450,UMBERGAON,48.62,19.81,56.87337683
2012,182,2,GOVINDBHAI VESTABHAI PATEL,INC,41151,UMBERGAON,28.81,11.86,56.87337683
2012,182,3,DIPAKBHAI SHIVAJIBHAI CHOPADIYA,IND,24208,UMBERGAON,16.95,14.85,56.87337683
2012,182,4,JAYESHBHAI ISHWARBHAI PATEL,IND,2995,UMBERGAON,2.1,1.16,56.87337683
2012,182,5,ASHOKBHAI MANSUKHBHAI KOLA,GPP,1345,UMBERGAON,0.94,0.03,56.87337683
2012,182,6,DHODI HASMUKHBHAI MOHANBHAI,BSP,1306,UMBERGAON,0.91,0.3,56.87337683
2012,182,7,BOCHAL HASMUKHBHAI RAMANBHAI,CPM,880,UMBERGAON,0.62,0.05,56.87337683
2012,182,8,MOHANBHAI DASHMABHAI DUMADA,CPI(ML)(L),811,UMBERGAON,0.57,0.08,56.87337683
2012,182,9,HITESHBHAI UTTAMBHAI PATEL,JD(U),700,UMBERGAON,0.49,0,56.87337683
